id,id_ex,siret,gestion,date_creat,date_publi,nature,groupement,titre,objet,objet_social1,objet_social2,adr1,adr2,adr3,adrs_codepostal,libcom,dir_civilite,siteweb,observation,position,rup_mi,maj_time
333S05022BX00,05022BX00,,333S,1999-04-22,1999-05-22,D,S,RALLYE AUTO SPORT,INITIATION ET DEVELOPPEMENT DU SPORT AUTOMOBILE EN GIRONDE,007000,000000,CHEZ M. FORTIN,26 ROUTE DU COURNEAU,,33640,PORTETS,PM,,,A,,0001-01-01 00:00:00
333S05035BX00,05035BX00,,333S,1999-05-17,0001-01-01,D,S,FEDERATION  FRANCAISE DES ELEVEURS ET DES DETENTEURS D OISEAUX D ORNEMENT,ASSURER LA  LIAISON DES ASSOCIATIONS D ELEVEURS ET DE DETENTEURS D oiseaux ornementaux  Calliformes Anseriformes Colomliformes et autres Oiseaux de parc et de voliaires.,030000,000000,Chez M.Costa Vincent,Lhoste  Ndeg 21,,33410,CARDAN,PM,,,A,,0001-01-01 00:00:00
333S05036BX00,05036BX00,,333S,1999-05-17,0001-01-01,D,S,ASSOCIATION CIRON NATURE,CONCERNANT LE COUR DU CIRON  ET EVENTUELLEMENT SES AFFLUENTS TANT POUR LE COURS D EAU LUI MEME QUE POUR SA FORET,030000,000000,MAIRIE DE BARSAC,HOTEL DE VILLE,,33720,BARSAC,PM,,W333007692,R,,2022-08-02 10:56:43
333S05077BX00,05077BX00,,333S,1999-07-09,1999-06-29,D,S,COULEUR BOIS,PROMOUVOIR  L ART UTILITAIRE EN BOIS PAR LA PASSATION DE SON SAVOIR ET DE SON SAVOIR FAIRE,013000,000000,M. HEBERT J.MARC,20 LIEU DIT PAULIN,,33720,BUDOS,PM,,,A,,0001-01-01 00:00:00
333S05082BX00,05082BX00,,333S,1999-07-01,0001-01-01,D,S,UNION FRANCO-ALLEMENDE DE BARSAC ET SA REGION,DEVELOPPER LAMITIE ENTRE LES DEUX PAYS,040000,000000,MAIRIE DE BARSAC,,,33720,BARSAC,PM,,W333003656,R,,2018-03-26 14:42:08
333S05091BX00,05091BX00,,333S,1999-07-07,0001-01-01,D,S,FOYER RIONNAIS,Mettre en place des animations permettant dentretenir limeuble foyer rionnais  abriter les activites de lantenne paroissiale de rions et une  certaine vie associative.,040000,000000,Place du Repos,,,33410,RIONS,PM,,,A,,0001-01-01 00:00:00
333S05095BX00,05095BX00,,333S,1999-07-12,0001-01-01,D,S,ASSOCIATION DE PROTECTION DES SYLVICULTEURE ET DE L ENVIRONNEMENT DE LA COMMUNES D ILLATS,DEFENSE DES SYLVICULTEURS ET PROTECTION DE L ENVIRONNEMENT SUR LE TERRITOIRE DE LA COMMUNES DILLATS.,013000,000000,CHEZ M. REGELSPERGER, LE BASGUE ,,33720,ILLATS,PM,,,A,,0001-01-01 00:00:00
333S05118BX00,05118BX00,,333S,1999-08-09,0001-01-01,D,S,ASSOCIATION DES MAIRES ET DES ELUS OCCITANS,DEFENDRE ET PROMOUVOIR LA LANGUE OCCITANE,015087,000000,Mairie,,,33550,LANGOIRAN,PM,,,A,,0001-01-01 00:00:00
333S05138BX00,05138BX00,,333S,1999-09-16,0001-01-01,D,S,SPORTS LOISIRS ET JEUNESSE DE GUILLOS,PROPOSEE DES ACTIVITES SPORTIVES ET DE LOISIRS AUX JEUNES DE LA COMMUNE.,011000,000000,M. ET Mm. BRUNO LEGAZ,5 LD MARTICHAU,,33720,GUILLOS,PM,,W333002908,R,,2015-03-06 12:04:59
333S05142BX00,05142BX00,,333S,1999-09-21,0001-01-01,D,S,RENCONTRES MUSICALES DANS LES GRAVES,AIDER ET DE FAVORISER PAR TOUS LES MOYENS QUELLE JUGERA APPROPRIES LMA VIE MUSICALE ET CULTURELLE A ILLATS.,006030,000000,QUARTIER LE TAUZIN,,,33720,ILLATS,PM,,,A,,0001-01-01 00:00:00
333S05163BX00,05163BX00,,333S,1999-10-12,0001-01-01,D,S,LES AMOUREUX DU BOIS,Activite sociale pour defavorises tournage bois et participation a diverses Manifestations   vente sur foires et marches etc,040000,000000,10 chemin JIPON,,,33550,LESTIAC-SUR-GARONNE,PM,,,A,,0001-01-01 00:00:00
333S05169BX00,05169BX00,,333S,1999-10-14,0001-01-01,D,S,HELP INFORMATIQUE,A POUR BUT DE DEVELOPPER DES LOGICIELS METTRE EN PLACE DES BASES DE DONNEES .,011000,000000,19 PLACE DE LA REPUPLIQUE,,,33410,CADILLAC,PM,,,A,,0001-01-01 00:00:00
333S05170BX00,05170BX00,,333S,1999-10-14,0001-01-01,D,S,PERPETUATIQUE REGIONALE DES ORIGINES ET DES USAGES DE LA SOCIETE TERRIENNE,PROMOUVOIR LE PATRIMOINE REGIONAL ET DE METTRE EN VALEUR LE TERROIR ETC.,040000,000000,3 TER. RUE SARRAZINE,,,33410,CADILLAC,PM,,,A,,0001-01-01 00:00:00
333S05191BX00,05191BX00,,333S,1999-11-03,0001-01-01,D,S,CLUB DE GYMNASTIQUE VOLONTAIRE VIRELADE,LA PRATIQUE DE LEDUCATION PHYSIQUE ET DE LA GYMNASTIQUE VOLONTAIRE AFIN DE FAVORISER DANS TOUS LES MILIEUX SOCIAUX LEPANOUISEMENT DE CHAQUE INDIVIDU PAR LA PRATIQUE EDUCATIVE DES ACTIVITES PHISIQUES TOUTES LES PERIODES DE LA VIE,011000,000000,MAIRIE DE VIRELADE,,,33720,VIRELADE,PM,,W333003731,R,,2018-08-30 15:30:51
333S05220BX00,05220BX00,,333S,1999-12-15,0001-01-01,D,S,VIE TA MINE,Promouvoir lart sous toutes ses formes a travers le temps les objets les euvres dartistes les collectionneurs ainsi que lorganisation de manifestations et dactivites ayant pour but de resserer les liens amicaux entre les membres de lassociation,006000,000000,Chez Monsieur LAPORTE Dominique,42 Route des Graves,,33640,PORTETS,PM,,W333002725,R,,2014-06-23 10:00:20
333S05224BX00,05224BX00,,333S,2000-01-04,0001-01-01,D,S,association Culturel  Musiciens sans frontieres,AMELIORER LES CONDITIONS ET PROMOUVOIR LES EFFORTS DES MUSICIENS DANS TOUS SPECTACLES SUR LE CADRE DES COOPERATIONS CUTURELLES,000000,000000,32 ROUTE DE BRANNE,,,33410,CADILLAC,PM,,,A,,0001-01-01 00:00:00
333S05234BX00,05234BX00,,333S,2000-01-06,0001-01-01,D,S,ASSOCIATION DE DEFENSE DU CIMETIERE DE BARSAC,DEFENDRE DANS TOUS SES ASPECTS LE CIMETIERE DE BARSAC AFIN DE FAIRE RESPECTER LE DROIT A LA PAIX ET AU RESPECT DE NOS DISPARUS,040000,000000,CAFE DES SPORTS,Rue du 11 Novembre,,33720,BARSAC,PM,,,A,,0001-01-01 00:00:00
333S05255BX00,05255BX00,,333S,2000-01-19,0001-01-01,D,S,ASSOCIATION DE DEFENCE DE RIVERAINS DE LAVENUE DE LA PAIX,LE RESPECT ET L APPLICATION DU CODE GENERAL DES COLLECTIVITES TERRITORIALES ET LA DEFENSE DES INTERETS DES RIVERAINS DE L AVENUE DE LA PAIX,030000,000000,CHEZ  M. PEDEMONTE ARMAND,11 AVENUE DE LA PAIX,,33720,BARSAC,PM,,,A,,0001-01-01 00:00:00
333S05261BX00,05261BX00,,333S,2000-01-31,0001-01-01,D,S,Association GAETAN DONNEZ MOI MA CHANCE,Daider toutes les personnes en difficultes pour avoir des appareillages en rapport ou non avec lancephalopathie,017000,000000,15 rue du President wilson,,,33720,PODENSAC,PM,,,A,,0001-01-01 00:00:00
333S05275BX00,05275BX00,,333S,2000-02-22,0001-01-01,D,S,TERROIRS ET TRADITIONS RURALES,rendre inalienable les aires dappellation viticoles complantees  et les terroirs a potentialite  viticole,040000,000000,CHATEAU MILLET,,,33640,PORTETS,PM,,,A,,0001-01-01 00:00:00
333S05297BX00,05297BX00,,333S,2000-03-17,0001-01-01,D,S,LIQUOREUX SANS FRONTIERES,Promouvoir toutes actions favorables a la notoriete des appellations de vins liquoreux et des chateaux adherents,007060,000000,Chateau du Cros,,,33410,LOUPIAC,PM,,,A,,0001-01-01 00:00:00
333S05346BX00,05346BX00,,333S,2000-06-05,0001-01-01,D,S,association  des brevetes detat educateurs sportifs activites physiques  pour tous  daquitaine et de france,contact et echanges professionnels rassemblements services et information,040000,000000,chez M. BOYANCE PASCAL,43 RUE LE MARLE NORD,,33720,ILLATS,PM,,,A,,0001-01-01 00:00:00
333S05416BX00,05416BX00,,333S,2000-08-28,0001-01-01,D,S,CERCLE DES AMIS REUNIS,Resserrer les liens de fraternite qui unissent deja les membres de cette societe,040000,000000,Mairie,14 ROUTE DE LANDIRAS,,33720,GUILLOS,PM,,,A,,0001-01-01 00:00:00
333S05510BX00,05510BX00,,333S,1986-05-05,1986-06-04,D,S,SECURITE DES CONDUCTEURS DE DEMAIN SE.CO.DE,faire prendre conscience aux individus des problemes de la route,019045,000000,40 Chemin Lavergne,,,33550,CAPIAN,PM,,,A,,0001-01-01 00:00:00
333S05650bx00,05650bx00,,333S,0001-01-01,0001-01-01,D,S,LES CAHIERS POUR LAFRIQUE,,019000,000000,Duroc,,,33540,CASTELVIEIL,PM,,,A,,0001-01-01 00:00:00
333S05780BX00,05780BX00,,333S,1974-01-03,1974-01-14,D,S,COMITE DE DEFENSE DU SITE DE LANGOIRON,Defense des sites contre toustes destructions et constructions portant atteinte a son cadre,030000,000000,Pied du Chateau,,,33550,LANGOIRAN,PM,,,A,,0001-01-01 00:00:00
333S05827BX00,05827BX00,,333S,2001-10-16,0001-01-01,D,S,TENNIS CLUB DE LA PETITE LANDE,Pratique du tennis,011000,000000,Maison Communale,,,33720,LANDIRAS,PM,,,A,,0001-01-01 00:00:00
333S05834BX00,05834BX00,,333S,2001-10-22,0001-01-01,D,S,AQUITAINE HARMONIE,Creer des relations inter-regionales ayant pour theme central la danse et favoriser les echanges culturels avec les autres arts.,006000,006040,26 rue du 11 novembre 1918,,,33720,BARSAC,PM,,,A,,0001-01-01 00:00:00
333S05851BX00,05851BX00,,333S,2001-11-12,0001-01-01,D,S,ASSOCIATION BEGUEY CITOYENS,Information et action dans les domaines civiques et cuturels,006000,000000,Chez Monsieur SOLIGNAC Jean-Pierre,66 Avenue de la Liberation,,33410,BEGUEY,PM,,,A,,0001-01-01 00:00:00
333S05857BX00,05857BX00,,333S,2001-11-23,0001-01-01,D,S,PETANQUE LOISIR,Organiser des concours et competitions de boules,011035,000000,20 Rue de la Liberte,,,33210,PREIGNAC,PM,,,A,,0001-01-01 00:00:00
333S05874BX00,05874BX00,,333S,2001-11-30,0001-01-01,D,S,BOULE VIRELADAISE,Developper la pratique du sport petanque et jeu provencal. Faciliter la formation darbitres et deducateurs. Favoriser la creation dune ecole de petanque,011035,000000,Les Platanes,R.N. 113,,33720,VIRELADE,PM,,,A,,0001-01-01 00:00:00
333S05907BX00,05907BX00,,333S,1958-12-04,1958-12-14,D,S,SOCIETE DES AMIS DE LORGUE DE SAINT-AMAND DE CAUDERAN,Veillez a lentretien du grand orgue de leglise Saint-Amand de Cauderan,024000,040000,Chez Monsieur GAUZENCE de LASTOURS Philippe,3 Chemin de La Tour Bicheau,,33640,PORTETS,PM,,,A,,0001-01-01 00:00:00
333S05960BX00,05960BX00,,333S,0001-01-01,0001-01-01,D,S,SOURCE DU VIVANT,,013000,000000,10 Les henriets,,,33190,CAMIRAN,PM,,,A,,0001-01-01 00:00:00
333S05965BX00,05965BX00,,333S,0001-01-01,0001-01-01,D,S,ASSOCIATION PEINTURE SUR SOIE ET CREATION INDIVIDUELLE,,013000,000000,888 Intendant Nord,,,33760,ROMAGNE,PM,,,A,,0001-01-01 00:00:00
333S06007BX00,06007BX00,,333S,2002-03-15,0001-01-01,D,S,GROUPEMENT DEMPLOYEURS DE LA GRAVIERE,Mise a disposition de salaries,022515,000000,Chez M. ANDREANI Jerome,Chateau Cros La Graviere,,33720,VIRELADE,PM,,,A,,0001-01-01 00:00:00
333S06011BX00,06011BX00,,333S,2002-03-18,0001-01-01,D,S,ASSOCIATION POUR LE FINANCEMENT DE LA CAMPAGNE DES ELECTIONS LEGISLATIVES DE JUIN 2002 DE PHILIPPE DUBOURG,Organiser le financement de la campagne electorale de Philippe DUBOURG en vue de lelection legislative de 2002 prevue les 9 et 16 juin 2002.,001000,000000,15 rue Pierre Vincent,,,33720,PODENSAC,PM,,,A,,0001-01-01 00:00:00
333S06033BX00,06033BX00,,333S,2002-04-11,0001-01-01,D,S,SPINA - BIFIDA - HYDROCEPHALIE EN AQUITAINE,Rassembler toute personne concernee a titre divers par le Spina-Bifida-Hydrocephalie. Rechercher entre familles toutes possibilites damelioration de la qualite de vie du Spina-Bifida-Hydrocephalie en Aquitaine.,017000,000000,Chez Mme CHOLLET Monique,La Monerie,,33550,CAPIAN,PM,,,A,,0001-01-01 00:00:00
333S06054BX00,06054BX00,,333S,2002-04-26,0001-01-01,D,S,RECREATION BUISSONNIERE,Promouvoir lecologie en general et proposer une demarche de respect de la nature qui nous entoure et de celle qui est en nous,024000,024045,6 Chemin Couchebouc,,,33550,LANGOIRAN,PM,,,A,,0001-01-01 00:00:00
333S06142BX00,06142BX00,,333S,2002-07-23,0001-01-01,D,S,MERIDIEN DE VOYAGE,Promouvoir la notion de bien etre corporel et faire connaitre le rapport au corps dans les differentes cultures du monde.,040000,000000,Chateau de Vertheuil,,,33410,SAINTE-CROIX DU MONT,PM,,,A,,0001-01-01 00:00:00
333S06152BX00,06152BX00,,333S,2002-07-30,0001-01-01,D,S,LA COMPAGNIE DES PTITS ROIS,Creer une compagnie theatrale pour jeunes enfants.,013000,000000,Chez Erika GUITTET,34 Bourg Ouest,,33720,ILLATS,PM,,,A,,0001-01-01 00:00:00
333S06239BX00,06239BX00,,333S,2002-11-08,0001-01-01,D,S,SUPER DISTO,Promotion et realisation de projets artistiques et culturels,006000,000000,Chez M. BAUGIER Benoit,52 Avenue des Araires,,33640,ARBANATS,PM,,W333008151,R,,2024-09-26 10:41:35
333S06249BX00,06249BX00,,333S,2002-11-18,0001-01-01,D,S,LA COMPAGNIE DE LA MAISON DALBRET,Promouvoir et organiser des activites culturelles sous toutes leurs formes dexpression.,006000,000000,Chateau de Langoiran,,,33550,LANGOIRAN,PM,,W333002600,R,,2013-12-11 10:14:57
333S07760BX00,07760BX00,,333S,0001-01-01,0001-01-01,D,S,AMICALE BOULISTE ILLADAISE,,011035,000000,12 Lot de Lepiney,,,33720,CERONS,PM,,,A,,0001-01-01 00:00:00
333S09407bx00,09407bx00,,333S,0001-01-01,0001-01-01,D,S,COMITE DES FETES DE PUJOLS SUR CIRON,,009030,000000,Mairie,,,33210,PUJOLS-SUR-CIRON,PM,,,A,,0001-01-01 00:00:00
334S0000300,0000300,,334S,1903-09-15,1903-09-16,D,S,LA SOULACAISE,DEVELOPPER LES FORCES PHYSIQUES EN LA PREPARATION MILITAIRE,011000,038000,,,,33780,SOULAC-SUR-MER,PM,,,A,,0001-01-01 00:00:00
334S0000400,0000400,,334S,1904-03-07,1904-03-25,D,S,LA PAUILLACAISE,DEVELOPPER LES FORCES PHYSIQUES ET PREPARER AU SERVICE MILITAIRE,011000,038000,,,,33250,PAUILLAC,PM,,,A,,0001-01-01 00:00:00
334S0000500,0000500,,334S,1904-03-28,1904-04-13,D,S,SOCIETE DE DEFENSE CONTRE LA GRELE,,003015,000000,,,,33250,SAINT-JULIEN-BEYCHEVELLE,PM,,,A,,0001-01-01 00:00:00
334S0000600,0000600,,334S,1904-06-14,1904-06-22,D,S,SOCIETE HIPPIQUE DU MEDOC,AMELIORATION DE LA RACE CHEVALINE,013000,000000,,,,33340,LESPARRE-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0000700,0000700,,334S,1904-07-08,1904-07-19,D,S,PANIFICATION DE HOURTIN,PRODUIRE LE PAIN A BON MARCHE,030000,000000,,,,33990,HOURTIN,PM,,,A,,0001-01-01 00:00:00
334S0000900,0000900,,334S,1905-01-31,1905-02-28,D,S,SOCIETE HIPPIQUE DE SOULAC SUR MER,AMELIORATION DE LA RACE CHEVALINE,007000,000000,,,,33780,SOULAC-SUR-MER,PM,,,A,,0001-01-01 00:00:00
334S0001000,0001000,,334S,1905-05-01,1905-06-07,D,S,SOCIETE HIPPIQUE DE SAINT-CHRISTOLY,AMELIORATION DE LA RACE CHEVALINE,007000,000000,,,,33340,SAINT-CHRISTOLY-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0001100,0001100,,334S,1905-08-02,1905-08-14,D,S,SOCIETE ELISABETH DE SAINT JULIEN,SECOURS MUTUELS ENTRE MERES DE FAMILLE,019000,000000,,,,33250,SAINT-JULIEN-BEYCHEVELLE,PM,,,A,,0001-01-01 00:00:00
334S0001200,0001200,,334S,1907-03-09,1907-03-14,D,S,LAVENIR,,011000,038000,,,,33250,SAINT-SEURIN-DE-CADOURNE,PM,,,A,,0001-01-01 00:00:00
334S0001300,0001300,,334S,1908-01-15,1908-01-18,D,S,LA REVANCHE,DEVELOPPER LES FORCES PHYSIQUES POUR LA PREPARATION MILITAIRE,011000,038000,,,,33340,SAINT-CHRISTOLY-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0001400,0001400,,334S,0001-01-01,0001-01-01,D,S,SYNDICAT DINITIATIVEI DE SOULAC SUR MER,,034000,000000,Bureau du Syndicat - Place du Marche,,,33780,SOULAC-SUR-MER,PM,,,A,,0001-01-01 00:00:00
334S0001700,0001700,,334S,1908-08-12,1908-09-05,D,S,DEVOIR ET PATRIE,DEVELOPPER LES FORCES PHYSIQUES ET LA PREPARATION AU SERVICE MILITAIRE,011000,038000,,,,33340,SAINT-YZANS-DE-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0001800,0001800,,334S,1908-12-07,1909-01-22,D,S,LA FRATERNITE,DEVELOPPER LES FORCES PHYSIQUES ET LA PREPARATION AU SERVICE MILITAIRE,011000,038000,,,,33590,SAINT-VIVIEN-DE-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0001900,0001900,,334S,1909-01-07,1909-01-17,D,S,LES PATRIOTES,DEVELOPPER LES FORCES PHYSIQUES ET LA PREPARATION AU SERVICE MILITAIRE,011000,038000,,,,33340,BEGADAN,PM,,,A,,0001-01-01 00:00:00
334S0002000,0002000,,334S,1909-02-01,1909-02-24,D,S,LES FRANCS TIREURS,DEVELOPPER LES FORCES PHYSIQUES ET LA PREPARATION AU SERVICE MILITAIRE,011000,038000,,,,33121,CARCANS,PM,,,A,,0001-01-01 00:00:00
334S0002200,0002200,,334S,1909-04-10,1909-04-21,D,S,LA FRATERNELLE DES CANTONNIERS COMMUNAUX DE LARRRONDISSEMENT DE,SE SOUTENIR MORALEMENT ET PECUNIAIREMENT LESPARRE,014000,000000,,,,33340,LESPARRE-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0002400,0002400,,334S,1909-05-03,1909-05-11,D,S,SOCIETE COOPERATIVE DE PANIFICATION DE HOURTIN,FABRICATION DU PAIN A BON MARCHE,014000,000000,,,,33990,HOURTIN,PM,,,A,,0001-01-01 00:00:00
334S0002600,0002600,,334S,1909-07-22,1909-07-25,D,S,LA LYRE DE SAINT VIVIEN DE MEDO,SOCIETE MUSICALE,006030,000000,,,,33590,SAINT-VIVIEN-DE-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0002700,0002700,,334S,1909-07-18,1909-08-01,D,S,LA LIBERTE,TIR,011000,000000,,,,33340,CIVRAC-EN-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0002800,0002800,,334S,1909-08-18,1909-08-29,D,S,SOCIETE DES FETES DE HOURTIN,ORGANISATION DES FETES PUBLIQUES,009030,000000,,,,33990,HOURTIN,PM,,,A,,0001-01-01 00:00:00
334S0002900,0002900,,334S,1909-08-30,1909-09-08,D,S,LA SENTINELLE,SOCIETE DE TIR ET DE GYMNASTIQUE,011000,000000,,,,33340,COUQUEQUES,PM,,,A,,0001-01-01 00:00:00
334S0003000,0003000,,334S,1910-01-19,1910-01-26,D,S,FANFARE DE SAINT GERMAIN DESTEUIL,LA MUSIQUEDE NOTRE TEMPS ET NOTRE EPOQUE.,006030,000000,,,,33340,SAINT-GERMAIN-DESTEUIL,PM,,,A,,0001-01-01 00:00:00
334S0003100,0003100,,334S,1910-02-10,1910-02-20,D,S,LA FRATERNELLE DE BLANC,PRODUIRE LE PAIN A BON MARCHE,014000,000000,LIEU-DIT LE BLANC,,,33340,GAILLAN-EN-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0003200,0003200,,334S,1910-02-12,1910-02-16,D,S,TOUJOURS PRETS,PATRONAGE LAIQUE DANS LES ECOLES COMMUNALES,015000,000000,,,,33340,QUEYRAC,PM,,,A,,0001-01-01 00:00:00
334S0003300,0003300,,334S,0001-01-01,0001-01-01,D,S,LA PATRIOTE DE GAILLAN,,038105,000000,,,,33340,GAILLAN-EN-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0003400,0003400,,334S,0001-01-01,0001-01-01,D,S,UNION SPORTIVE ET CULTURELLE DE HOURTIN,Athletisme,011000,000000,Salle Publique,,,33990,HOURTIN,PM,,,A,,0001-01-01 00:00:00
334S0003500,0003500,,334S,1910-03-12,1910-03-22,D,S,LA REVANCHE,GYMNASTIQUE - TIR - PREPARATION AU SERVICE MILITAIRE,011000,038000,,,,33340,SAINT-CHRISTOLY-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0003600,0003600,,334S,1910-05-12,1910-05-24,D,S,UNION PAUILLACAISE,MUSIQUE,006030,000000,,,,33250,PAUILLAC,PM,,,A,,0001-01-01 00:00:00
334S0003700,0003700,,334S,1910-07-15,1910-07-17,D,S,BOULANGERIE COOPERATIVE DE CARCANS,PRODUIRE DU PAIN A BON MARCHE,014000,000000,,,,33121,CARCANS,PM,,,A,,0001-01-01 00:00:00
334S0003800,0003800,,334S,1910-09-14,1910-09-18,D,S,SPORT ATHLETIQUE MEDOCAIN,GYMNASTIQUE - TIR - PREPARATION AU SERVICE MILITAIRE,011000,038000,,,,33340,LESPARRE-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0003900,0003900,,334S,1910-09-26,1910-09-27,D,S,LHONNEUR DE LESPARRE,PARTONAGE GYMNASTIQUE ET TIR,011000,000000,,,,33340,LESPARRE-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0004000,0004000,,334S,1910-12-14,1911-01-04,D,S,LE REVEIL BEGADANAIS,GYMNASTIQUE ET TIR,011000,000000,,,,33340,BEGADAN,PM,,,A,,0001-01-01 00:00:00
334S0004100,0004100,,334S,1910-12-15,1910-12-19,D,S,PRO PATRIA,GYMNASTIQUE - TIR - PREPARATION MILITAIRE -,011000,038000,,,,33590,JAU-DIGNAC-ET-LOIRAC,PM,,,A,,0001-01-01 00:00:00
334S0004200,0004200,,334S,1911-01-23,1911-01-28,D,S,SYNDICAT DE DEFENSE CONTRE LES INSECTES NUISIBLES ET LES MALADIES DE LA,PROTECTION DE LA VIGNE VIGNE,024045,000000,,,,33340,LESPARRE-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0004300,0004300,,334S,1911-01-26,1911-02-10,D,S,FANFARE ST PAULIN,SOCIETE MUSICALE,006030,000000,,,,33590,JAU-DIGNAC-ET-LOIRAC,PM,,,A,,0001-01-01 00:00:00
334S0004400,0004400,,334S,1911-03-03,1911-03-16,D,S,SOCIETE CIVILE DE PANIFICATIONS,PRODUIRE A BON MARCHE DU PAIN DE BONNE QUALITE,014000,000000,,,,33340,QUEYRAC,PM,,,A,,0001-01-01 00:00:00
334S0004500,0004500,,334S,1911-03-25,1911-04-18,D,S,SOCIETE DU CHASSEURS AU FUSIL,PROTECTION ET REMPLACEMENT DU GIBIER - REPRESSION DU BRACONNAGE,013000,000000,,,,33590,SAINT-VIVIEN-DE-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0004600,0004600,,334S,1911-03-21,1911-04-01,D,S,QUI VIVE,GYMNASTIQUE ET TIR,011000,000000,,,,33340,BLAIGNAN,PM,,,A,,0001-01-01 00:00:00
334S0004700,0004700,,334S,1911-03-17,1911-04-14,D,S,AVANT GARDE,GYMNASTIQUE ET TIR,011000,000000,,,,33340,VALEYRAC,PM,,,A,,0001-01-01 00:00:00
334S0004800,0004800,,334S,1911-04-05,1911-04-14,D,S,LETOILE DE VALEYRAC,GYMNASTIQUE ET TIR,011000,000000,,,,33340,VALEYRAC,PM,,,A,,0001-01-01 00:00:00
334S0004900,0004900,,334S,1911-07-04,1911-07-18,D,S,LE JAMES DE ST JULIEN,GYMNASTIQUE ET SPORT,011000,000000,,,,33250,SAINT-JULIEN-BEYCHEVELLE,PM,,,A,,0001-01-01 00:00:00
334S0005000,0005000,,334S,1911-09-28,1911-10-18,D,S,SOCIETE DE PANIFICATIONS DU VERDON,PRODUCTION DE PAIN DE BONNE QUALITE,014000,000000,,,,33123,LE VERDON-SUR-MER,PM,,,A,,0001-01-01 00:00:00
334S0005100,0005100,,334S,1912-03-07,1912-03-14,D,S,LA PATRIE,GYMNASTIQUE - TIR - SPORT -,011000,000000,,,,33250,SAINT-SEURIN-DE-CADOURNE,PM,,,A,,0001-01-01 00:00:00
334S0005200,0005200,,334S,1912-06-14,1912-07-10,D,S,LETOILE,GYMNASTIQUE - TIR - SPORT,011000,000000,,,,33112,SAINT-LAURENT-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0005300,0005300,,334S,1912-07-11,1912-07-13,D,S,LES VAILLANTS,GYMNASTIQUE - TIR - SPORT,011000,000000,,,,33930,VENDAYS-MONTALIVET,PM,,,A,,0001-01-01 00:00:00
334S0005400,0005400,,334S,1912-08-03,1912-08-29,D,S,AMICALE LAIQUE DE VENSAC,,015000,000000,,,,33590,VENSAC,PM,,,A,,0001-01-01 00:00:00
334S0005500,0005500,,334S,1912-08-08,1912-08-22,D,S,UNION VENSACAISE,GYMNASTIQUE - TIR - SPORT,011000,000000,,,,33590,VENSAC,PM,,,A,,0001-01-01 00:00:00
334S0005600,0005600,,334S,1912-09-30,1912-10-01,D,S,CRECHE DE SOULAC,SON ENTRETIEN,011000,021005,,,,33780,SOULAC-SUR-MER,PM,,,A,,0001-01-01 00:00:00
334S0005700,0005700,,334S,1912-11-12,1912-12-04,D,S,LE TROUSSEAU,INSTRUCTION DES JEUNES FILLES AUX TRAVAUX DE LEGUILLE PAR LA CONFECTION DE SON TROUSSEAU,015000,000000,ECOLE DES FILLES - SAINT LAMBERT,,,33250,PAUILLAC,PM,,,A,,0001-01-01 00:00:00
334S0005900,0005900,,334S,1913-01-18,1913-01-19,D,S,UNION PROLETARIENNE RURALE,,019005,000000,,,,33780,SOULAC-SUR-MER,PM,,,A,,0001-01-01 00:00:00
334S0006000,0006000,,334S,1913-07-10,1913-07-16,D,S,SOCIETE PHILARMONIQUE DE SOULAC SUR MER,ETUDE DE LA MUSIQUE,006030,000000,MAIRIE DE SOULAC,,,33780,SOULAC-SUR-MER,PM,,,A,,0001-01-01 00:00:00
334S0006100,0006100,,334S,1913-08-27,1913-09-05,D,S,LES CHASSEURS AU FUSIL DE ST LAURENT MEDOC,PROTECTION DU GIBIER ET REMPLACEMENT,013000,000000,,,,33112,SAINT-LAURENT-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0006200,0006200,,334S,1913-09-04,1913-09-24,D,S,SOCIETE DE DEFENSE DE GAILLAN,DEFENSE CONTRE LA GRELE ET LES GELEES PRINTANIERES,003015,000000,MAIRIE DE GAILLAN,,,33340,GAILLAN-EN-MEDOC,PM,,,A,,0001-01-01 00:00:00
334S0006300,0006300,,334S,1914-03-26,1914-04-04,D,S,LES MOUSSAILLONS DE PAUILLAC,GYMNASTIQUE - SPORT - TIR,011000,000000,,,,33250,PAUILLAC,PM,,,A,,0001-01-01 00:00:00
